Recency,Frequency,Monetary,R,F,M,RFM_Segment,RFM_Score,RFM_Level
637,1,20.4,1,1,1,111,3,LOST
545,1,20.16,1,1,1,111,3,LOST
635,1,20.1,1,1,1,111,3,LOST
542,2,20.1,1,1,1,111,3,LOST
137,2,20.05,3,1,1,311,5,REGULARS
479,1,20.0,1,1,1,111,3,LOST
470,2,20.0,1,1,1,111,3,LOST
464,1,20.0,1,1,1,111,3,LOST
145,3,20.0,2,2,1,221,5,REGULARS
12,3,19.92,4,2,1,421,7,REGULARS
566,3,19.92,1,2,1,121,4,LOST
462,2,19.92,1,1,1,111,3,LOST
14,2,19.8,4,1,1,411,6,NEW
567,2,19.8,1,1,1,111,3,LOST
669,1,19.8,1,1,1,111,3,LOST
462,2,19.7,1,1,1,111,3,LOST
525,3,19.7,1,2,1,121,4,LOST
393,2,19.62,1,1,1,111,3,LOST
350,1,19.6,1,1,1,111,3,LOST
118,2,19.6,3,1,1,311,5,REGULARS
27,2,19.57,4,1,1,411,6,NEW
77,2,19.5,3,1,1,311,5,REGULARS
205,1,19.5,2,1,1,211,4,REGULARS
86,2,19.5,3,1,1,311,5,REGULARS
6,1,19.4,4,1,1,411,6,NEW
1,2,19.4,4,1,1,411,6,NEW
598,2,19.4,1,1,1,111,3,LOST
405,2,19.3,1,1,1,111,3,LOST
483,2,19.2,1,1,1,111,3,LOST
4,3,19.2,4,2,1,421,7,REGULARS
257,3,19.2,2,2,1,221,5,REGULARS
365,3,19.0,1,2,1,121,4,LOST
312,2,19.0,1,1,1,111,3,LOST
572,2,19.0,1,1,1,111,3,LOST
402,1,18.9,1,1,1,111,3,LOST
414,1,18.9,1,1,1,111,3,LOST
223,1,18.8,2,1,1,211,4,REGULARS
106,2,18.8,3,1,1,311,5,REGULARS
163,2,18.7,2,1,1,211,4,REGULARS
504,1,18.7,1,1,1,111,3,LOST
233,3,18.7,2,2,1,221,5,REGULARS
61,2,18.64,3,1,1,311,5,REGULARS
169,2,18.6,2,1,1,211,4,REGULARS
16,2,18.6,4,1,1,411,6,NEW
259,2,18.5,2,1,1,211,4,REGULARS
462,1,18.44,1,1,1,111,3,LOST
368,3,18.4,1,2,1,121,4,LOST
106,3,18.2,3,2,1,321,6,REGULARS
174,2,18.1,2,1,1,211,4,REGULARS
102,1,18.0,3,1,1,311,5,REGULARS
263,2,18.0,2,1,1,211,4,REGULARS
344,3,18.0,1,2,1,121,4,LOST
695,1,18.0,1,1,1,111,3,LOST
393,1,18.0,1,1,1,111,3,LOST
133,2,17.9,3,1,1,311,5,REGULARS
230,2,17.8,2,1,1,211,4,REGULARS
442,1,17.8,1,1,1,111,3,LOST
591,2,17.76,1,1,1,111,3,LOST
337,1,17.7,1,1,1,111,3,LOST
641,1,17.6,1,1,1,111,3,LOST
708,1,17.6,1,1,1,111,3,LOST
586,1,17.6,1,1,1,111,3,LOST
90,2,17.6,3,1,1,311,5,REGULARS
95,2,17.6,3,1,1,311,5,REGULARS
242,3,17.5,2,2,1,221,5,REGULARS
420,2,17.4,1,1,1,111,3,LOST
102,1,17.4,3,1,1,311,5,REGULARS
452,2,17.4,1,1,1,111,3,LOST
5,1,17.3,4,1,1,411,6,NEW
36,2,17.2,4,1,1,411,6,NEW
423,1,17.2,1,1,1,111,3,LOST
460,1,17.1,1,1,1,111,3,LOST
468,1,17.1,1,1,1,111,3,LOST
136,1,17.1,3,1,1,311,5,REGULARS
381,2,17.09,1,1,1,111,3,LOST
702,1,16.9,1,1,1,111,3,LOST
574,2,16.9,1,1,1,111,3,LOST
4,2,16.85,4,1,1,411,6,NEW
18,2,16.8,4,1,1,411,6,NEW
564,2,16.8,1,1,1,111,3,LOST
496,2,16.8,1,1,1,111,3,LOST
97,2,16.8,3,1,1,311,5,REGULARS
613,1,16.8,1,1,1,111,3,LOST
189,2,16.7,2,1,1,211,4,REGULARS
55,2,16.7,4,1,1,411,6,NEW
192,2,16.65,2,2,1,221,5,REGULARS
20,2,16.6,4,2,1,421,7,REGULARS
310,1,16.6,1,1,1,111,3,LOST
142,2,16.6,2,2,1,221,5,REGULARS
156,2,16.6,2,2,1,221,5,REGULARS
222,2,16.5,2,2,1,221,5,REGULARS
48,2,16.4,4,2,1,421,7,REGULARS
362,2,16.4,1,2,1,121,4,LOST
581,1,16.4,1,1,1,111,3,LOST
75,1,16.4,3,1,1,311,5,REGULARS
291,1,16.35,1,1,1,111,3,LOST
139,1,16.3,3,1,1,311,5,REGULARS
435,1,16.2,1,1,1,111,3,LOST
423,1,16.2,1,1,1,111,3,LOST
291,1,16.0,1,1,1,111,3,LOST
332,2,16.0,1,2,1,121,4,LOST
494,2,15.9,1,2,1,121,4,LOST
518,3,15.8,1,2,1,121,4,LOST
389,4,15.7,1,3,1,131,5,LOST
393,1,15.7,1,1,1,111,3,LOST
549,1,15.7,1,1,1,111,3,LOST
103,2,15.7,3,2,1,321,6,REGULARS
399,2,15.6,1,2,1,121,4,LOST
51,1,15.6,4,1,1,411,6,NEW
268,1,15.4,2,1,1,211,4,REGULARS
495,1,15.4,1,1,1,111,3,LOST
78,2,15.4,3,2,1,321,6,REGULARS
155,1,15.3,2,1,1,211,4,REGULARS
408,1,15.3,1,1,1,111,3,LOST
497,2,15.3,1,2,1,121,4,LOST
134,1,15.2,3,1,1,311,5,REGULARS
391,2,15.0,1,2,1,121,4,LOST
594,1,15.0,1,1,1,111,3,LOST
552,1,14.9,1,1,1,111,3,LOST
239,3,14.8,2,2,1,221,5,REGULARS
18,3,14.77,4,2,1,421,7,REGULARS
522,2,14.7,1,2,1,121,4,LOST
158,1,14.6,2,1,1,211,4,REGULARS
360,1,14.6,1,1,1,111,3,LOST
261,2,14.6,2,2,1,221,5,REGULARS
531,1,14.6,1,1,1,111,3,LOST
579,1,14.5,1,1,1,111,3,LOST
269,1,14.5,2,1,1,211,4,REGULARS
240,2,14.5,2,2,1,221,5,REGULARS
389,1,14.5,1,1,1,111,3,LOST
648,1,14.4,1,1,1,111,3,LOST
488,1,14.4,1,1,1,111,3,LOST
597,1,14.4,1,1,1,111,3,LOST
627,1,14.2,1,1,1,111,3,LOST
7,1,14.1,4,1,1,411,6,NEW
315,1,13.9,1,1,1,111,3,LOST
631,1,13.9,1,1,1,111,3,LOST
645,1,13.85,1,1,1,111,3,LOST
542,1,13.8,1,1,1,111,3,LOST
385,2,13.8,1,2,1,121,4,LOST
372,2,13.8,1,2,1,121,4,LOST
5,2,13.7,4,2,1,421,7,REGULARS
215,2,13.6,2,2,1,221,5,REGULARS
325,1,13.5,1,1,1,111,3,LOST
153,1,13.5,2,1,1,211,4,REGULARS
304,1,13.49,1,1,1,111,3,LOST
482,1,13.4,1,1,1,111,3,LOST
674,1,13.4,1,1,1,111,3,LOST
428,1,13.4,1,1,1,111,3,LOST
416,2,13.4,1,2,1,121,4,LOST
582,2,13.2,1,2,1,121,4,LOST
391,2,13.2,1,2,1,121,4,LOST
276,2,13.2,2,2,1,221,5,REGULARS
145,2,13.0,2,2,1,221,5,REGULARS
341,1,13.0,1,1,1,111,3,LOST
187,1,13.0,2,1,1,211,4,REGULARS
468,2,12.9,1,2,1,121,4,LOST
414,1,12.8,1,1,1,111,3,LOST
74,1,12.64,3,1,1,311,5,REGULARS
343,1,12.6,1,1,1,111,3,LOST
655,1,12.5,1,1,1,111,3,LOST
280,1,12.4,1,1,1,111,3,LOST
142,1,12.4,2,1,1,211,4,REGULARS
403,2,12.4,1,2,1,121,4,LOST
292,2,12.4,1,2,1,121,4,LOST
636,1,12.3,1,1,1,111,3,LOST
366,2,12.1,1,2,1,121,4,LOST
14,2,12.1,4,2,1,421,7,REGULARS
123,2,12.1,3,2,1,321,6,REGULARS
602,1,12.1,1,1,1,111,3,LOST
150,1,12.0,2,1,1,211,4,REGULARS
512,2,12.0,1,2,1,121,4,LOST
78,2,12.0,3,2,1,321,6,REGULARS
246,2,12.0,2,2,1,221,5,REGULARS
321,2,12.0,1,2,1,121,4,LOST
586,2,11.9,1,2,1,121,4,LOST
9,1,11.8,4,1,1,411,6,NEW
13,1,11.8,4,1,1,411,6,NEW
76,2,11.8,3,2,1,321,6,REGULARS
324,2,11.8,1,2,1,121,4,LOST
106,2,11.7,3,2,1,321,6,REGULARS
447,1,11.7,1,1,1,111,3,LOST
376,1,11.7,1,1,1,111,3,LOST
70,3,11.65,3,2,1,321,6,REGULARS
559,1,11.6,1,1,1,111,3,LOST
311,2,11.6,1,2,1,121,4,LOST
563,1,11.5,1,1,1,111,3,LOST
421,2,11.5,1,2,1,121,4,LOST
363,2,11.4,1,2,1,121,4,LOST
422,1,11.4,1,1,1,111,3,LOST
117,2,11.4,3,2,1,321,6,REGULARS
673,1,11.4,1,1,1,111,3,LOST
419,2,11.4,1,2,1,121,4,LOST
278,1,11.4,2,1,1,211,4,REGULARS
716,1,11.3,1,1,1,111,3,LOST
676,1,11.2,1,1,1,111,3,LOST
0,1,11.1,4,1,1,411,6,NEW
344,1,11.1,1,1,1,111,3,LOST
324,1,11.0,1,1,1,111,3,LOST
489,1,11.0,1,1,1,111,3,LOST
182,2,11.0,2,2,1,221,5,REGULARS
215,1,10.9,2,1,1,211,4,REGULARS
169,2,10.85,2,2,1,221,5,REGULARS
709,1,10.8,1,1,1,111,3,LOST
490,1,10.8,1,1,1,111,3,LOST
367,2,10.8,1,2,1,121,4,LOST
322,2,10.7,1,2,1,121,4,LOST
575,1,10.7,1,1,1,111,3,LOST
393,2,10.7,1,2,1,121,4,LOST
470,2,10.6,1,2,1,121,4,LOST
109,2,10.6,3,2,1,321,6,REGULARS
140,1,10.6,3,1,1,311,5,REGULARS
284,1,10.5,1,1,1,111,3,LOST
579,2,10.5,1,2,1,121,4,LOST
77,1,10.45,3,1,1,311,5,REGULARS
722,1,10.3,1,1,1,111,3,LOST
527,2,10.25,1,2,1,121,4,LOST
77,1,10.2,3,1,1,311,5,REGULARS
313,2,10.1,1,2,1,121,4,LOST
50,1,10.1,4,1,1,411,6,NEW
495,1,10.1,1,1,1,111,3,LOST
106,1,10.0,3,1,1,311,5,REGULARS
594,1,10.0,1,1,1,111,3,LOST
493,2,9.9,1,2,1,121,4,LOST
3,1,9.9,4,1,1,411,6,NEW
521,1,9.8,1,1,1,111,3,LOST
151,1,9.6,2,1,1,211,4,REGULARS
498,1,9.6,1,1,1,111,3,LOST
489,1,9.5,1,1,1,111,3,LOST
138,1,9.4,3,1,1,311,5,REGULARS
361,1,9.4,1,1,1,111,3,LOST
206,1,9.4,2,1,1,211,4,REGULARS
390,1,9.3,1,1,1,111,3,LOST
313,2,9.1,1,2,1,121,4,LOST
188,1,9.0,2,1,1,211,4,REGULARS
10,1,9.0,4,1,1,411,6,NEW
207,1,9.0,2,1,1,211,4,REGULARS
323,1,9.0,1,1,1,111,3,LOST
445,1,9.0,1,1,1,111,3,LOST
727,1,8.9,1,1,1,111,3,LOST
6,2,8.8,4,2,1,421,7,REGULARS
141,1,8.7,2,1,1,211,4,REGULARS
339,1,8.6,1,1,1,111,3,LOST
393,1,8.5,1,1,1,111,3,LOST
337,2,8.5,1,2,1,121,4,LOST
727,1,8.4,1,1,1,111,3,LOST
255,1,8.4,2,1,1,211,4,REGULARS
436,1,8.2,1,1,1,111,3,LOST
341,2,8.1,1,2,1,121,4,LOST
659,1,8.1,1,1,1,111,3,LOST
156,1,8.0,2,1,1,211,4,REGULARS
672,1,7.9,1,1,1,111,3,LOST
611,1,7.9,1,1,1,111,3,LOST
385,1,7.9,1,1,1,111,3,LOST
683,1,7.85,1,1,1,111,3,LOST
338,1,7.8,1,1,1,111,3,LOST
529,1,7.8,1,1,1,111,3,LOST
445,1,7.8,1,1,1,111,3,LOST
247,1,7.8,2,1,1,211,4,REGULARS
274,1,7.8,2,1,1,211,4,REGULARS
601,1,7.7,1,1,1,111,3,LOST
93,2,7.65,3,2,1,321,6,REGULARS
571,2,7.65,1,2,1,121,4,LOST
112,1,7.6,3,1,1,311,5,REGULARS
621,1,7.6,1,1,1,111,3,LOST
353,1,7.5,1,1,1,111,3,LOST
212,1,7.4,2,1,1,211,4,REGULARS
292,1,7.32,1,1,1,111,3,LOST
374,1,7.3,1,1,1,111,3,LOST
362,1,7.3,1,1,1,111,3,LOST
80,1,7.2,3,1,1,311,5,REGULARS
58,1,7.2,3,1,1,311,5,REGULARS
249,1,7.1,2,1,1,211,4,REGULARS
229,1,6.9,2,1,1,211,4,REGULARS
708,1,6.9,1,1,1,111,3,LOST
243,1,6.8,2,1,1,211,4,REGULARS
673,1,6.8,1,1,1,111,3,LOST
474,1,6.8,1,1,1,111,3,LOST
497,1,6.72,1,1,1,111,3,LOST
77,1,6.7,3,1,1,311,5,REGULARS
517,1,6.6,1,1,1,111,3,LOST
385,2,6.6,1,2,1,121,4,LOST
34,1,6.6,4,1,1,411,6,NEW
330,1,6.4,1,1,1,111,3,LOST
182,1,6.4,2,1,1,211,4,REGULARS
721,1,6.0,1,1,1,111,3,LOST
700,1,6.0,1,1,1,111,3,LOST
304,1,5.92,1,1,1,111,3,LOST
458,1,5.9,1,1,1,111,3,LOST
33,1,5.9,4,1,1,411,6,NEW
272,1,5.8,2,1,1,211,4,REGULARS
139,1,5.7,3,1,1,311,5,REGULARS
265,1,5.7,2,1,1,211,4,REGULARS
727,1,5.6,1,1,1,111,3,LOST
321,1,5.4,1,1,1,111,3,LOST
566,1,5.35,1,1,1,111,3,LOST
492,1,5.3,1,1,1,111,3,LOST
91,1,5.2,3,1,1,311,5,REGULARS
511,1,4.9,1,1,1,111,3,LOST
43,1,4.9,4,1,1,411,6,NEW
252,1,4.8,2,1,1,211,4,REGULARS
398,1,4.6,1,1,1,111,3,LOST
7,1,4.6,4,1,1,411,6,NEW
578,1,4.6,1,1,1,111,3,LOST
113,1,4.5,3,1,1,311,5,REGULARS
174,1,4.4,2,1,1,211,4,REGULARS
288,1,4.4,1,1,1,111,3,LOST
397,1,4.4,1,1,1,111,3,LOST
394,1,4.2,1,1,1,111,3,LOST
31,1,4.1,4,1,1,411,6,NEW
315,1,4.1,1,1,1,111,3,LOST
278,1,4.0,2,1,1,211,4,REGULARS
291,1,3.9,1,1,1,111,3,LOST
593,1,3.7,1,1,1,111,3,LOST
674,1,3.7,1,1,1,111,3,LOST
277,1,3.65,2,1,1,211,4,REGULARS
220,1,3.4,2,1,1,211,4,REGULARS
343,1,3.4,1,1,1,111,3,LOST
439,1,3.4,1,1,1,111,3,LOST
152,1,3.2,2,1,1,211,4,REGULARS
429,1,3.2,1,1,1,111,3,LOST
481,1,2.9,1,1,1,111,3,LOST
405,1,2.9,1,1,1,111,3,LOST
213,1,2.7,2,1,1,211,4,REGULARS
207,1,2.6,2,1,1,211,4,REGULARS
0,1,2.2,4,1,1,411,6,NEW
273,1,2.1,2,1,1,211,4,REGULARS
593,1,1.9,1,1,1,111,3,LOST
410,1,1.7,1,1,1,111,3,LOST
448,1,1.3,1,1,1,111,3,LOST
